Kingdom	Phylum	Class	Order	Family	Genus
ASV48983	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48984	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48985	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV48986	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48987	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48988	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48989	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	NA	NA
ASV48990	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48991	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48992	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48993	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48994	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV48995	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48996	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48997	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48998	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
ASV48999	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49000	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49001	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49002	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV49003	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
ASV49004	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49005	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49006	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49007	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49008	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV49009	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV49010	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV49011	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49012	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49013	Archaea	NA	NA	NA	NA	NA
ASV49014	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49015	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV49016	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
ASV49017	Archaea	Thaumarchaeota	NA	NA	NA	NA
ASV49018	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV49019	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV49020	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV49021	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49022	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49023	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49024	Archaea	NA	NA	NA	NA	NA
ASV49025	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49026	Archaea	NA	NA	NA	NA	NA
ASV49027	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49028	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49029	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49030	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
ASV49031	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
ASV49032	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV49033	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV49034	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49035	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49036	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49037	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV49038	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49039	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49040	Archaea	NA	NA	NA	NA	NA
ASV49041	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV49042	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV49043	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV49044	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49045	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49046	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	NA	NA
ASV49047	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49048	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49049	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49050	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV49051	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV49052	Archaea	NA	NA	NA	NA	NA
ASV49053	Archaea	NA	NA	NA	NA	NA
ASV49054	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49055	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV49056	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49057	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV49058	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49059	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV49060	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49061	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49062	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49063	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
ASV49064	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49065	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV49066	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49067	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49068	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49069	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49070	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49071	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49072	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV49073	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV49074	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49075	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49076	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49077	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV49078	Archaea	NA	NA	NA	NA	NA
ASV49079	Archaea	NA	NA	NA	NA	NA
ASV49080	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49081	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49082	Archaea	NA	NA	NA	NA	NA
ASV49083	Archaea	NA	NA	NA	NA	NA
ASV49084	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49085	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
ASV49086	Archaea	NA	NA	NA	NA	NA
ASV49087	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV49088	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49089	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
ASV49090	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV49091	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49092	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49093	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49094	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49095	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV49096	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV49097	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49098	Archaea	Thaumarchaeota	NA	NA	NA	NA
ASV49099	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49100	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
ASV49101	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV49102	Archaea	NA	NA	NA	NA	NA
ASV49103	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49104	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49105	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49106	Archaea	NA	NA	NA	NA	NA
ASV49107	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV49108	Archaea	NA	NA	NA	NA	NA
ASV49109	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV49110	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49111	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV49112	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49113	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV49114	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49115	Archaea	NA	NA	NA	NA	NA
ASV49116	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49117	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49118	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49119	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49120	Archaea	NA	NA	NA	NA	NA
ASV49121	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49122	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49123	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49124	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49125	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49126	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV49127	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49128	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49129	Archaea	NA	NA	NA	NA	NA
ASV49130	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV49131	Archaea	NA	NA	NA	NA	NA
ASV49132	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
ASV49133	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49134	Archaea	NA	NA	NA	NA	NA
ASV49135	Archaea	NA	NA	NA	NA	NA
ASV49136	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49137	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49138	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV49139	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49140	Archaea	Diapherotrites	Diapherotrites_Incertae_Sedis_AR10	NA	NA	NA
ASV49141	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49142	Archaea	NA	NA	NA	NA	NA
ASV49143	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49144	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49145	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49146	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV49147	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49148	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49149	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49150	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49151	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49152	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49153	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
ASV49154	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49155	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella
ASV49156	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49157	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49158	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49159	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV49160	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV49161	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV49162	Archaea	NA	NA	NA	NA	NA
ASV49163	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49164	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49165	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49166	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49167	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49168	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49169	Archaea	NA	NA	NA	NA	NA
ASV49170	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49171	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49172	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49173	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49174	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49175	Archaea	NA	NA	NA	NA	NA
ASV49176	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49177	Archaea	NA	NA	NA	NA	NA
ASV49178	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49179	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49180	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49181	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49182	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49183	Archaea	NA	NA	NA	NA	NA
ASV49184	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49185	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49186	Archaea	NA	NA	NA	NA	NA
ASV49187	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49188	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49189	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49190	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV49191	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49192	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV49193	Archaea	NA	NA	NA	NA	NA
ASV49194	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49195	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV49196	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV49197	Archaea	NA	NA	NA	NA	NA
ASV49198	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49199	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49200	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49201	Archaea	NA	NA	NA	NA	NA
ASV49203	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49204	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV49205	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49206	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49207	Archaea	NA	NA	NA	NA	NA
ASV49208	Archaea	NA	NA	NA	NA	NA
ASV49209	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49210	Archaea	NA	NA	NA	NA	NA
ASV49211	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49212	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV49213	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49214	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49215	Archaea	NA	NA	NA	NA	NA
ASV49216	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49217	Archaea	NA	NA	NA	NA	NA
ASV49218	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49219	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49220	Archaea	NA	NA	NA	NA	NA
ASV49221	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49222	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49223	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49224	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49225	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49226	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49227	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV49228	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
ASV49229	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49230	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49231	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49232	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49233	Archaea	NA	NA	NA	NA	NA
ASV49234	Archaea	NA	NA	NA	NA	NA
ASV49235	Archaea	NA	NA	NA	NA	NA
ASV49236	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV49237	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49238	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV49239	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV49240	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49241	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49242	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49243	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49244	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49245	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV49246	Archaea	NA	NA	NA	NA	NA
ASV49247	Archaea	NA	NA	NA	NA	NA
ASV49248	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV49249	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49250	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49251	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV49252	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV49253	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49254	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49255	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49256	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49257	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV49258	Archaea	NA	NA	NA	NA	NA
ASV49259	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49260	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49261	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49262	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49263	Archaea	NA	NA	NA	NA	NA
ASV49264	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49265	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV49266	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV49267	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV49268	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49269	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV49270	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV49271	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV49272	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49273	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix
ASV49274	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49275	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV49276	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix
ASV49277	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49278	Archaea	NA	NA	NA	NA	NA
ASV49279	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49280	Archaea	NA	NA	NA	NA	NA
ASV49281	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	NA
ASV49282	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49283	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV49284	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV49285	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49286	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV49287	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV49288	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
ASV49289	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49290	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49291	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49292	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49293	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV49294	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV49295	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49296	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV49297	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49298	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49299	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV49300	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides
ASV49301	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49302	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV49303	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49304	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49305	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV49306	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV49307	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
